17  22   1   3
 2  23   1   3
 6  24   1   3
27  24   1   3
 8  25   1   3
 2  26   1   3
 7  26   1   3
16  26   1   3
44  26   1   3
 6  27   1   3
17  27   1   3
24  27   1   3
28  27   1   3
 6  28   1   3
24  28   1   3
27  28   1   3
15  29   1   3
30  29   1   3
33  29   1   3
19  30   1   3
29  30   1   3
33  30   1   3
36  30   1   3
21  31   1   3
37  31   1   3
 4  32   1   3
 5  32   1   3
10  33   1   3
11  33   1   3
12  33   1   3
14  33   1   3
15  33   1   3
29  33   1   3
30  33   1   3
37  35   1   3
15  36   1   3
19  36   1   3
30  36   1   3
38  36   1   3
21  37   1   3
31  37   1   3
36  38   1   3
41  38   1   3
43  39   1   3
45  39   1   3
21  40   1   3
45  40   1   3
46  40   1   3
47  40   1   3
49  40   1   3
 1  41   1   3
36  41   1   3
38  41   1   3
 7  42   1   3
16  42   1   3
44  42   1   3
39  43   1   3
 7  44   1   3
16  44   1   3
42  44   1   3
21  45   1   3
40  45   1   3
40  46   1   3
45  46   1   3
47  46   1   3
48  46   1   3
49  46   1   3
37  47   1   3
40  47   1   3
45  47   1   3
46  47   1   3
40  48   1   3
46  48   1   3
49  48   1   3
46  49   1   3
48  49   1   3
25  50   1   3
35  50   1   3
